id;nome;email;telefone;data_nascimento;cidade;estado;cep;renda_mensal;data_compra_mais_recente;valor_compra_mais_recente;ativo;categoria_cliente
329;Karen Duarte;karenduarte@gmail.com;(91 ) 95486-3971;28 Apr 1969;Manaus;RS;84870-796;600;28-09-2024;R$ 600,00;Não;Bronze
330;  Paula Cardoso  ;  paulacardoso@yahoo.com.br  ;47929797308;1957-05-27;Campinas;PE;97448-549; 600,00 ;2025-07-16;600;   sim   ;Platinum
331;Wagner Zanetti;  wagnerzanetti872@gmail.com  ;  (92) 97764-3188  ;1986-04-22;Goiânia;DF;87359-057;600.00;2025-07-18;600;No;Silver
332;Wagner Nogueira;wagnernogueira@gmail.com;  51904943406  ;14 May 1961;  Fortaleza  ;AM;93484-739;R$600,00;24-06-2025;600.00;TRUE;Platinum
333;Ulisses Barbosa;ulissesbarbosa853@hotmail.com;55 85 990795227;15 Oct 1991;Fortaleza;RJ;81834-224;600;08-05-2024;R$ 600,00;No;Platinum
334;Wagner Oliveira;wagneroliveira@yahoo.com.br;  (84) 93190-5422  ;1970-04-27;Goiânia;SC;86151-564;R$ 600,00;07/03/2024;600.00;Sim;Gold
335;Bruno Silva;brunosilva@yahoo,com,br; (11) 95843-5626 ;13/07/2005;Belém;GO;80776-601;600;30/05/2025;600.00;   sim   ;Silver
336;  Vitória Oliveira  ;vitoriaoliveira@gmail.com;55 47 926389218;02-06-1975;Joinville;SC;86842-625;R$600,00;17/03/2025;600.00;1;Silver
337;Ana Esteves;anaesteves@outlook.com; (31) 98174-2541 ;14/09/1976;Manaus;RS;94484-665; 600,00 ;2025-04-16;600;0;Gold
338;João Mendes;joaomendes@empresa.com.br;(79 ) 96122-2367;07/10/2002;Maringá;PA;85064873;R$ 600,00;07-09-2024; 600,00 ;   sim   ;Bronze
339;  Otávio Vieira  ;otaviovieira@yahoo.com.br;  (41 ) 91406-3953  ;14-10-1950;Brasília;MG;89121465;R$600,00;12/05/2025;600;0;Bronze
340;Bruno Teixeira;brunoteixeira@gmail.com;+5586934961886;19/09/1957;Campinas;PA;97195-219;600.00;2024-03-24;R$ 600,00;0;Platinum
341;Karen Yamamoto;karenyamamoto@hotmail.com;(51 ) 97156-6811;12/04/2004;Curitiba;AM;84931-918;600.00;27-11-2024;R$ 600,00;FALSE;Bronze
342;Nátaly Ibrahim;natalyibrahim@gmail.com;(85) 99476-2596;1978-11-15;Recife;BA;91920-016;600.00;14-07-2024; 600,00 ;Sim;Gold
343;Otávio Nogueira;otavionogueira@outlook.com;;27-03-1979;Florianópolis;RJ;82871-825; 600,00 ;23-03-2025;R$600,00;TRUE;Bronze
344;Xavier Yamamoto;xavieryamamoto@empresa.com.br;+5521947497891;01-03-1956;Maringá;SP;92276-800;600.00;2025-04-20;R$600,00;1;Bronze
345;Zuleica Nogueira;  zuleicanogueira@gmail.com  ;(47 ) 96134-9502;10 Nov 1994;Belém;AM;92793745;R$600,00;06/02/2025;600.00;1;Silver
346;Zuleica Esteves;zuleicaesteves@empresa.com.br;67990583605;07/01/1947;  Rio de Janeiro  ;PR;84277-464; 600,00 ;21-03-2024;600.00;1;Bronze
347;Gabriela Ribeiro;gabrielaribeiro@yahoo.com.br;(47) 90379-2694;29/04/1953;  Belo Horizonte  ;RS;96090814;600;05/01/2025;600.00;1;Bronze
348;Mariana Klein;  marianaklein@yahoo.com.br  ;(51) 99294-1515;1945-06-14;Goiânia;AM;97562-023; 600,00 ;17/09/2024; 600,00 ;No;Bronze
349;  Ana Klein  ;anaklein@gmail.com;86932642506;29 Dec 1990;Manaus;DF;92872-105;R$600,00;13/09/2024;R$600,00;No;Gold
350;Paula Nogueira;paulanogueira@yahoo.com.br; (41) 99949-7275 ;03/01/1960;Goiânia;PA;99788-846;R$ 600,00;16-09-2024;R$600,00;1;Gold
351;Zuleica Klein;zuleicaklein@hotmail.com;  (81) 92376-6151  ;1973-11-06;Curitiba;MG;83372-574;R$600,00;2025-01-29; 600,00 ;No;Silver
352;Ulisses Nogueira;ulissesnogueira@yahoo.com.br;86981691766;1979-05-08;Belo Horizonte;AM;89318-134;600;18/10/2024; 600,00 ;Sim;Platinum
353;  Ulisses Almeida  ;ulissesalmeida@gmail.com;(79) 95665-7559;26 Jun 2007;Belém;PR;87340-048;R$600,00;2024-05-04;600;Não;Bronze
354;  Henrique Ferreira  ;  henriqueferreira@outlook.com  ;  (21) 94254-1705  ;1969-03-20;  Manaus  ;SC;90463882; 600,00 ;2025-08-20;R$600,00;Não;Silver
355;Vitória Duarte;vitoriaduarte@hotmail.com;(79) 97908-4700;2004-03-01;Manaus;SC;80430-686; 600,00 ;2024-03-17;600.00;Sim;Silver
356;Sônia Yamamoto;soniayamamoto@outlook.com;+5547982652731;20 Mar 1963;Goiânia;CE;98915663; 600,00 ;2024-10-11;R$ -;Yes;Gold
357;Otávio Ferreira;otavioferreira@yahoo.com.br; (92) 91377-6806 ;05-08-1984;Brasília;BA;86354301;600;20-02-2024;R$ 600,00;1;Platinum
358;  Diego Vieira  ;  diegovieira@hotmail.com  ;  +5521994245361  ;01/04/1980;Belo Horizonte;AM;86670-355;-;2024-10-01;R$600,00;No;Silver
359;Wagner Teixeira;wagnerteixeira@outlook.com;31927304069;21/12/1974;Porto Alegre;PA;99464-360;R$600,00;27/09/2024;R$600,00;Yes;Bronze
360;Ana Silva;anasilva@outlook.com;47915382638;02 Feb 1968;Belém;GO;90935-912;600;14/04/2025; 600,00 ;FALSE;Gold
361;Iara Vieira;iaravieira@gmail.com;(47) 95852-9156;23/11/1978;Campinas;GO;88693-932;R$ 600,00;2025-07-11;600.00;   sim   ;Silver
362;  João Gonçalves  ;  joaogoncalves@empresa.com.br  ;;2006-02-02;Curitiba;PA;89949-498;600.00;23-10-2024;R$600,00;   sim   ;Silver
363;  Sônia Duarte  ;soniaduarte@outlook,com;21941193256;19-09-1952;Joinville;DF;87171-032; 600,00 ;2024-07-20;600.00;Não;Gold
364;Diego Ibrahim;diegoibrahim@empresa.com.br;(79 ) 99472-3280;13/05/1972;  Salvador  ;BA;94316098;600.00;17-04-2025;600;Yes;Platinum
365;Otávio Lima;otaviolima@yahoo.com.br;+5511968962448;06/02/1956;Manaus;AM;84126-412; 600,00 ;2025-08-02;600;Sim;Platinum
366;Carla Barbosa;carlabarbosa@gmail.com;;12/07/1957;Joinville;PR;89859-643;600.00;22/05/2025; 600,00 ;No;Silver
367;  Diego Cardoso  ;diegocardoso@empresa.com.br;55 41 977611403;1961-07-06;São Paulo;RS;94167-149;R$600,00;2025-07-13;R$600,00;0;Bronze
368;Xavier Watanabe;  xavierwatanabe@yahoo.com.br  ; (86) 96018-5508 ;06 Jun 1970;Belo Horizonte;PE;94564-043;600.00;02/02/2025;R$ 600,00;TRUE;Bronze
369;Ana Ferreira;anaferreira@empresa.com.br;(91 ) 91028-3858;27-01-2004;Belém;DF;95458-620;600.00;10-03-2024;600;0;Platinum
370;Eduarda Watanabe;eduardawatanabe@empresa.com.br;  +5521904833607  ;1965-10-09;Belo Horizonte;PA;82109-063;R$600,00;27-06-2024;600;1;Platinum
371;Tiago Uchoa;;92932724206;1992-06-01;Manaus;GO;81089829;600.00;25-01-2024;R$600,00;Não;Silver
372;Karen Ferreira;karenferreira@empresa.com.br;;05/12/1951;Porto Alegre;CE;96341236;R$600,00;2025-06-13;R$600,00;Não;Bronze
373;Iara Mendes;iaramendes@gmail.com;55 92 994264955;31/07/2007;Joinville;AM;91077-431;R$ 600,00;26-09-2024; 600,00 ;Sim;Bronze
374;Xavier Klein;xavierklein@gmail.com; (21) 95666-2159 ; 29/09/1948 ;Rio de Janeiro;CE;95649-310;600.00;03/06/2025;600;FALSE;Platinum
375;Zuleica Zanetti;zuleicazanetti@empresa.com.br; (92) 97899-1854 ;16 May 1955;Porto Alegre;PE;94304940; 600,00 ;2025-01-11;600.00;No;Gold
376;Zuleica Zanetti;zuleicazanetti738@gmail.com;+5521912551928;1971-03-27;  Manaus  ;SC;82502-256; 600,00 ;05-05-2025;600.00;Não;Bronze
377;Henrique Oliveira;henriqueoliveira@outlook.com;(91 ) 94383-6224;06/02/1970;  Belo Horizonte  ;PE;98119215; 600,00 ;20-05-2024;R$600,00;No;Gold
378;Otávio Uchoa;otaviouchoa@gmail,com;;1948-12-26;Brasília;PE;89999-032;R$600,00;07-07-2024;R$600,00;1;Bronze
379;Iara Zanetti;iarazanetti@hotmail.com;(84) 97004-1935;05/16/1996;Manaus;BA;87806-135;R$600,00;23/09/2024;R$600,00;1;Platinum
380;Yasmin Ribeiro;yasminribeiro@empresa.com.br;(67) 99961-1202; 20 Jul 1946 ;Belém;RJ;93389-059;R$600,00;2024-02-07;R$600,00;0;Silver
381;Otávio Ferreira;otavioferreira@outlook.com;  +5551924061812  ;21/06/1973;São Paulo;BA;80528-694;R$600,00;21/08/2024; 600,00 ;TRUE;Gold
382;Diego Cardoso;diegocardoso@gmail.com;(81 ) 96815-2169;20 Jan 1975;  Manaus  ;SC;85253377; 600,00 ;2025-01-18;600;TRUE;Bronze
383;Zuleica Klein;zuleicaklein@empresa.com.br;(83 ) 99546-1534;02/24/1965;Brasília;PA;97660750;R$ 600,00;11-08-2025;R$ 600,00;   sim   ;Platinum
384;Quésia Oliveira;quesiaoliveira@hotmail.com; (62) 95930-4782 ;25-02-1952;Belo Horizonte;CE;94711-805;R$600,00;2024-03-19;600;0;Silver
385;Yasmin Nogueira;yasminnogueira@hotmail.com;;26/09/1985;Porto Alegre;PA;83309-129;600.00;2025-03-04;600.00;   sim   ;Platinum
386;Quésia Queiroz;quesiaqueiroz@yahoo.com.br;71919506518;10 Apr 1985;Belo Horizonte;PR;86011-741;R$ 600,00;2025-03-22;600;0;Silver
387;Sônia Silva;soniasilva@yahoo.com.br;67915874805;13-04-1983;São Paulo;BA;86903-440; 600,00 ;22/11/2024; 600,00 ;Yes;Bronze
388;Diego Jardim;diegojardim@yahoo.com.br;+5567999312738;06/16/1947;  Porto Alegre  ;BA;96002-852; 600,00 ;06-07-2025;600.00;No;Bronze
389;  Otávio Queiroz  ;otavioqueiroz@yahoo.com.br; (41) 97281-8082 ;1952-02-04;Porto Alegre;GO;89047-464;R$ 600,00;30/11/2024;600;   sim   ;Gold
390;  Bruno Nogueira  ;brunonogueira@empresa.com.br;+5521901305029;1988-06-20;Fortaleza;RS;96918-877;R$600,00;16/10/2024;600.00;No;Bronze
391;  Wagner Ferreira  ;wagnerferreira@outlook.com;(81 ) 97933-9691;10 Jul 2001;Manaus;RS;87173-115;R$600,00;2025-07-10;R$600,00;TRUE;Bronze
392;Henrique Vieira;  henriquevieira@hotmail.com  ; (83) 92098-8925 ;11/09/1981;  Fortaleza  ;RS;92824-828; 600,00 ;2024-11-26;600.00;FALSE;Platinum
393;Karen Uchoa;karenuchoa@outlook.com;55 92 933782807;05-02-1953;Porto Alegre;PR;91865548;R$ 600,00;20/07/2025;R$600,00;Sim;Silver
394;Zuleica Ferreira;zuleicaferreira@outlook.com;  55 11 905911328  ;18/01/1972;Brasília;PR;92381-671;600.00;10/09/2024;600;TRUE;Bronze
395;Quésia Xavier;quesiaxavier@yahoo,com,br;+5547915657408;09-02-1972;Manaus;PE;89543439; 600,00 ;2024-04-12;R$ 600,00;0;Platinum
396;Rafael Queiroz;rafaelqueiroz@gmail.com;+5592917748409;10/11/1987;Curitiba;MG;83125574;R$600,00;2024-11-14;600;Yes;Bronze
397;Tiago Pereira;tiagopereira@empresa.com.br;  +5584951026535  ;11/05/1988;Campinas;RS;96856-568;600.00;2024-08-29; 600,00 ;0;Platinum
398;Mariana Esteves;marianaesteves@hotmail.com; (41) 90639-7949 ;31/10/1980;Joinville;GO;92177-577; 600,00 ;2025-03-21;R$600,00;TRUE;Gold
399;Wagner Lima;wagnerlima@outlook.com;(47 ) 92690-9591;07/01/1951;Curitiba;RJ;90847096;600.00;11/07/2024;R$600,00;Não;Platinum
400;Henrique Lima;henriquelima@hotmail.com;71960177607;1970-02-13;  Recife  ;RJ;90818-589;R$ 600,00;14/04/2024;600.00;   sim   ;Platinum
401;Vitória Pereira;  vitoriapereira@gmail.com  ; (47) 92348-3700 ;12 Jun 1984;  Belém  ;PR;87889-573;600.00;2024-11-30; 600,00 ;   sim   ;Bronze
402;  Karen Queiroz  ;karenqueiroz@empresa.com.br;55 67 923418163;21/12/1960;Salvador;BA;87005-631;R$600,00;22-04-2025;600;FALSE;Platinum
403;Xavier Almeida;xavieralmeida318@outlook.com;(81) 94157-9237;10-12-1948;São Paulo;PA;99908-647;R$600,00;28-02-2024;R$600,00;Sim;Platinum
404;Diego Barbosa;diegobarbosa@empresa.com.br;  (47) 91356-7874  ;10/10/2003;São Paulo;BA;99229-739;600;06-12-2024;600.00;FALSE;Silver
405;  Vitória Barbosa  ;vitoriabarbosa@empresa.com.br;(21 ) 94514-4255;17-04-1995;Florianópolis;PR;82888-119;600;22-04-2025;600;Não;Platinum
406;Ana Yamamoto;  anayamamoto@gmail.com  ;(62 ) 95042-4130;1970-01-11;Porto Alegre;PE;86528-181;600;27/02/2025;600.00;No;Gold
407;Lucas Lima;lucaslima@empresa.com.br;+5521995887318;12-08-1963;Recife;PE;96818-791;600;30-05-2025;600;TRUE;Bronze
408;Ulisses Ferreira;ulissesferreira@yahoo.com.br;(21 ) 95281-2713;15/02/2003;Curitiba;CE;97916-190;600;2025-01-01;600;Yes;Platinum
409;Xavier Mendes;xaviermendes@hotmail.com;+5583949181657; 12/14/1980 ;  Joinville  ;PE;98611769;600;08/06/2025; 600,00 ;TRUE;Silver
410;  Zuleica Yamamoto  ;  zuleicayamamoto@outlook.com  ;47932833819;1966-12-16;Florianópolis;MG;91295-102;R$600,00;18/01/2025;R$ 600,00;0;Silver
411;Otávio Watanabe;otaviowatanabe@gmail.com;(83 ) 95359-5639; 10/22/1988 ;Campinas;BA;91136-513;R$ 600,00;01/07/2024;600;FALSE;Gold
412;Eduarda Pereira;eduardapereira@hotmail.com;51969743469;09/22/1980;  Londrina  ;PE;93253-822;600.00;21/04/2025;600.00;FALSE;Bronze
413;Ana Pereira;anapereira@yahoo.com.br;55 41 998898377;17 Jan 1961;Londrina;BA;80227-345;600;27-01-2025;R$ 600,00;Não;Silver
414;  Otávio Nogueira  ;otavionogueira@outlook,com;21998197050;13-01-1961;Manaus;PR;81167610; 600,00 ;2024-01-18;600;FALSE;Gold
415;  Rafael Duarte  ;rafaelduarte@hotmail.com;55 85 939999577;22/03/2002;Rio de Janeiro;PR;93131022;600.00;2024-03-21; 600,00 ;TRUE;Platinum
416;Nátaly Duarte;natalyduarte@empresa.com.br;55 62 908007131;31/12/1989;Campinas;GO;80165-416;600.00;04-07-2024;600;TRUE;Gold
417;Zuleica Uchoa;zuleicauchoa@hotmail.com;55 71 999838547;08-10-1975;Belém;CE;86902-545; 600,00 ;31/03/2025;R$ 600,00;0;Platinum
418;Carla Uchoa;carlauchoa@outlook.com; (71) 94781-6166 ;07/19/1976;Curitiba;AM;87691-384;600.00;2024-01-24; 600,00 ;   sim   ;Platinum
419;Gabriela Gonçalves;gabrielagoncalves@empresa.com.br;83990127693;18/07/2001;Campinas;RS;87376-879;600;21-11-2024;600;   sim   ;Platinum
420;Felipe Mendes;felipemendes@empresa.com.br; (41) 96280-7850 ;28/02/1990;Curitiba;RJ;85454-582; 600,00 ;22/02/2025; 600,00 ;FALSE;Silver
421;Zuleica Uchoa;zuleicauchoa@empresa.com.br; (81) 93920-3870 ;07/29/1963;Recife;RS;85795-996;R$ 600,00;07-09-2024;R$ 600,00;0;Silver
422;Felipe Hernandez;felipehernandez694@gmail,com;(91) 97703-7313;01/20/2003;Salvador;BA;93054-848;R$ 600,00;2025-03-25; 600,00 ;Sim;Gold
423;Ulisses Oliveira;ulissesoliveira@gmail.com; (41) 92768-7004 ;24/09/1968;Porto Alegre;DF;88519-350;R$600,00;2024-03-16;600.00;0;Silver
424;Tiago Barbosa;tiagobarbosa902@hotmail.com;(81 ) 94771-6024;2007-05-12;Manaus;CE;80917-871;600;2024-10-26;600.00;TRUE;Silver
425;Xavier Queiroz;xavierqueiroz@empresa.com.br;91951499574; 03 Jun 1988 ;Londrina;BA;86764229;R$600,00;2024-03-07;600.00;No;Gold
426;Paula Oliveira;paulaoliveira@gmail.com;91937414318;05/10/1969;Brasília;SC;98569-535; 600,00 ;04/07/2025;R$ 600,00;Sim;Platinum
427;Henrique Hernandez;henriquehernandez@yahoo.com.br;(67 ) 91496-4113;1950-06-18;Rio de Janeiro;RJ;83220-549; 600,00 ;22-08-2025;600;0;Platinum
428;Otávio Cardoso;otaviocardoso@gmail.com;(11) 99530-8041;07/12/1985;Maringá;MG;85784-336; 600,00 ;20-02-2025; 600,00 ;TRUE;Platinum
429;Henrique Klein;  henriqueklein@empresa.com.br  ;51979881106;05-10-1983;Joinville;RJ;86343797;600.00;2025-03-29;R$ 600,00;   sim   ;Silver
430;Paula Duarte;pauladuarte@empresa.com.br;+5561964913814;28-05-1982;Florianópolis;BA;84750-313;R$600,00;2024-09-26; 600,00 ;TRUE;Gold
431;Mariana Yamamoto;marianayamamoto@yahoo.com.br;(47) 97485-5492;05/07/1978;Recife;GO;87044-632;600;2025-01-26;600;   sim   ;Silver
432;Paula Xavier;paulaxavier@gmail.com;55 86 940935589;04-04-1993;  São Paulo  ;PA;82424-332;600;18/10/2024;600;0;Silver
433;Sônia Gonçalves;soniagoncalves@yahoo.com.br;67991209700;1984-12-31;Porto Alegre;SP;90912-203;600;24/04/2025;600;0;Gold
434;Diego Uchoa;diegouchoa@yahoo.com.br;(21) 98392-7119;21-02-1989;São Paulo;DF;98294799;600;09-03-2024; 600,00 ;Não;Bronze
435;Otávio Teixeira;;(67 ) 97630-8393;09/26/1985;  Belém  ;PA;80208-638; 600,00 ;18/03/2025;600;1;Gold
436;Henrique Silva;henriquesilva@outlook.com;+5581994513500;01/01/1999;Recife;SP;90332-950;R$ 600,00;2025-07-07; 600,00 ;Não;Gold
437;Gabriela Yamamoto;  gabrielayamamoto@hotmail.com  ;(83 ) 90416-8273;1962-10-27;Recife;CE;96603-935;R$600,00;27/08/2025;R$600,00;Não;Silver
438;Xavier Teixeira;  xavierteixeira@outlook.com  ;91958958831;23-12-1953;  Maringá  ;PE;87515718;R$600,00;13/11/2024;R$600,00;1;Gold
439;Iara Xavier;iaraxavier@outlook,com;  +5511920969497  ;19-04-2004;Londrina;PR;85722-958; 600,00 ;28/02/2025;600.00;1;Silver
440;Diego Zanetti;diegozanetti@yahoo.com.br;(67) 95260-1466;26 May 1993;  Londrina  ;RJ;80489-357;R$600,00;21/06/2025;R$ 600,00;Yes;Bronze
441;Nátaly Ribeiro;natalyribeiro488@empresa.com.br;(67 ) 92100-6290;1956-04-16;Belo Horizonte;GO;93232-289; 600,00 ;26/05/2024;600.00;Não;Bronze
442;Karen Watanabe;karenwatanabe@empresa.com.br;47953737914; 1962-10-03 ;São Paulo;DF;90568-011;R$600,00;04/02/2024;R$ 600,00;Yes;Platinum
443;Sônia Mendes;soniamendes@hotmail.com;67984296527;09/12/1985;Florianópolis;DF;91974-436;R$600,00;16-12-2024; 600,00 ;TRUE;Bronze
444;Diego Duarte;diegoduarte@outlook.com;+5592913599269;29-10-1962;Joinville;PA;97470-371;600.00;04-06-2024;R$ 600,00;   sim   ;Bronze
445;Vitória Ferreira;vitoriaferreira@empresa.com.br;+5592999887947;27-12-1986;Brasília;BA;98211-684;R$600,00;03/11/2024;R$600,00;Não;Gold
446;  Nátaly Esteves  ;natalyesteves@hotmail.com;;1969-10-13;Recife;SC;94528-145;R$ 600,00;06-05-2024;600.00;Yes;Silver
447;Diego Yamamoto;diegoyamamoto@yahoo.com.br;  +5592999948444  ;15 Feb 1955;Belém;PR;87360535;R$600,00;21-06-2024;600;0;Gold
448;Vitória Pereira;vitoriapereira@yahoo.com.br;(67 ) 94519-5123;28/02/1946;Campinas;RS;99368-444;600;12/05/2025;R$ 600,00;0;Silver
449;Sônia Mendes;soniamendes@yahoo,com,br;(41) 99431-2555;29/04/1980;Fortaleza;PA;93064-832; 600,00 ;2025-03-26;R$600,00;   sim   ;Bronze
450;Felipe Almeida;felipealmeida@outlook.com;(85 ) 94153-6875;09-02-1986;Fortaleza;DF;93150-771;R$ 600,00;13/06/2024;600;   sim   ;Gold
451;Tiago Ribeiro;tiagoribeiro@hotmail.com;55 31 966526126;15-06-1976;Florianópolis;MG;80521114;600;05/01/2025;R$600,00;Yes;Gold
452;Rafael Ribeiro;  rafaelribeiro@empresa.com.br  ;;01/13/2000;Goiânia;PE;88057561;R$ 600,00;27/11/2024;600;0;Bronze
453;Henrique Hernandez;  henriquehernandez@yahoo.com.br  ; (62) 90340-8917 ;04/10/2001;Recife;BA;88636-441; 600,00 ;31-01-2025;R$600,00;TRUE;Gold
454;Wagner Esteves;  wagneresteves@hotmail.com  ;;29-09-1986;Fortaleza;GO;99367446; 600,00 ;2024-02-24;600.00;0;Platinum
455;Lucas Pereira;lucaspereira@hotmail.com;  (67 ) 99334-5128  ;22 Apr 1964;Londrina;DF;84726-784;-;2024-11-07;R$600,00;No;Platinum
456;Wagner Yamamoto;  wagneryamamoto@gmail.com  ;+5584926414188;08/10/1974;Florianópolis;PR;92494-713;R$600,00;17-02-2025;R$ 600,00;1;Platinum
457;Nátaly Ibrahim;natalyibrahim@hotmail.com;(31) 95565-8401;02-04-2006;Curitiba;PR;90710-393; 600,00 ;02-01-2024;R$ 600,00;Sim;Bronze
458;Felipe Gonçalves;felipegoncalves@yahoo.com.br;55 47 998257130; 10 May 1958 ;Maringá;DF;89549-110;600.00;09-02-2024; 600,00 ;Não;Gold
459;Tiago Esteves;tiagoesteves@outlook.com;(83 ) 97338-2906; 24 Nov 1961 ;Belém;RJ;90503-933;600.00;2024-03-01;R$600,00;Não;Bronze
460;Gabriela Jardim;gabrielajardim@yahoo.com.br;(83) 97129-7177;19-11-1979;  Londrina  ;BA;86162969;R$600,00;21-10-2024; 600,00 ;Sim;Bronze
461;  Karen Xavier  ;karenxavier@gmail,com;;07 Nov 1953;Florianópolis;PA;86671-507;R$ 600,00;14-08-2024;600.00;FALSE;Bronze
462;Wagner Duarte;wagnerduarte@gmail.com;+5579929007388;12-10-2000;  Brasília  ;RJ;88933-419; 600,00 ;08-03-2025;600.00;TRUE;Silver
463;Yasmin Pereira;yasminpereira@gmail.com;(85) 92111-4653;06/14/1961;Belo Horizonte;DF;97572-293;R$600,00;19-09-2024;R$ 600,00;1;Gold
464;Gabriela Cardoso;  gabrielacardoso@yahoo.com.br  ;  +5586917912825  ;02/11/1984;Brasília;DF;86895-742;R$ 600,00;2024-05-26;600.00;Sim;Silver
465;Felipe Lima;felipelima@gmail.com;(31 ) 93690-4014;12/24/1998;  Maringá  ;CE;81858-114;R$ 600,00;13/06/2024;600.00;   sim   ;Gold
466;  Karen Lima  ;karenlima4@gmail.com;+5583992882960;09 Apr 1996;São Paulo;SP;88193-353;R$ 600,00;2025-01-31;R$600,00;No;Platinum
467;  Lucas Hernandez  ;lucashernandez@hotmail.com; (51) 96030-1343 ;1981-02-01;  Porto Alegre  ;PE;93688-471; 600,00 ;27/12/2024;600.00;1;Platinum
468;Mariana Esteves;marianaesteves@hotmail.com; (81) 97591-9981 ;13 Sep 1993;Manaus;RJ;91065-564;R$600,00;26/02/2025;R$ 600,00;No;Silver
469;Ana Watanabe;anawatanabe@empresa.com.br;+5547965844240;05/15/1973;Maringá;GO;82141087;600.00;27-06-2025;R$600,00;Sim;Bronze
470;Lucas Gonçalves;lucasgoncalves@hotmail.com; (79) 99559-8317 ;1958-08-22;Florianópolis;SP;98404-565; 600,00 ;29-06-2025;600.00;1;Silver
471;Diego Vieira;diegovieira902@yahoo.com.br;(83) 97813-3792;18/02/1985;Goiânia;AM;92123070; 600,00 ;2025-08-03;600.00;FALSE;Bronze
472;Zuleica Vieira;zuleicavieira@outlook.com;(81) 99876-9105;23-01-1991;Campinas;SC;81704-664;600;2024-01-25;600.00;FALSE;Silver
473;Xavier Yamamoto;xavieryamamoto893@gmail.com;11993981314;11-02-1975;Londrina;PR;91345-736;600;2025-03-10;R$600,00;FALSE;Silver
474;Vitória Cardoso;  vitoriacardoso@outlook.com  ;(47) 91753-4980;08/10/1951;Rio de Janeiro;DF;99095-641;600.00;15-12-2024;R$ 600,00;Não;Silver
475;  Tiago Duarte  ;  tiagoduarte@hotmail.com  ; (31) 91500-1062 ;09/30/1973;Fortaleza;GO;95375-294;R$ 600,00;21-07-2024;R$600,00;0;Silver
476;Carla Ferreira;;+5541912414083;20 Dec 1998;Fortaleza;PA;91297-753; 600,00 ;19/10/2024;600;1;Gold
477;  Felipe Cardoso  ;felipecardoso@yahoo.com.br;(84) 91309-8306;05/11/2005;Rio de Janeiro;DF;92138-511;600;2024-11-22; 600,00 ;FALSE;Platinum
478;Felipe Barbosa;felipebarbosa@yahoo.com.br; (83) 97596-8608 ;1979-03-23;Brasília;PR;99429968;600.00;2024-01-15;600;Yes;Silver
479;Ana Pereira;anapereira@outlook.com; (61) 97971-9177 ;06/07/1954;Florianópolis;PA;87705-531;-;03-05-2025;600;TRUE;Silver
480;Felipe Klein;  felipeklein@empresa.com.br  ;(71 ) 95588-7117;09-02-1985;Goiânia;CE;95603-805;R$ 600,00;2024-08-02;R$ 600,00;No;Gold
481;Karen Zanetti;karenzanetti@hotmail.com;(62) 98005-8696;04/18/1952;Belo Horizonte;RJ;86330-810; 600,00 ;29/09/2024;600;0;Platinum
482;  Henrique Uchoa  ;  henriqueuchoa@outlook.com  ;67952438941;15/04/1999;Recife;PA;88133-809;600.00;03-03-2024; 600,00 ;No;Gold
483;  João Almeida  ;joaoalmeida@yahoo.com.br;55 47 973187259;1969-10-04;Maringá;SP;90577979;600;2025-04-09;R$600,00;Yes;Silver
484;Xavier Mendes;xaviermendes@yahoo.com.br;55 21 946356308;25/09/1950;São Paulo;PR;83010-772;600.00;14-04-2024;R$600,00;Yes;Silver
485;  Mariana Ribeiro  ;marianaribeiro@yahoo.com.br;  +5531933958348  ;1949-09-16;Salvador;PR;84511-512; 600,00 ;13/02/2024;R$ 600,00;No;Silver
486;  João Pereira  ;  joaopereira604@yahoo.com.br  ;(62) 99547-9052;1980-08-19;Rio de Janeiro;SC;98227-383; 600,00 ;08-01-2024;600.00;TRUE;Gold
487;Karen Ibrahim;karenibrahim@outlook.com;  +5591966464352  ;27-02-1996;Brasília;GO;95197-055;600.00;07-08-2024;600.00;TRUE;Gold
488;  Ana Jardim  ;; (83) 95363-8501 ;1970-08-08;Florianópolis;CE;80367-969; 600,00 ;19/04/2024; 600,00 ;Sim;Bronze
489;Diego Barbosa;diegobarbosa@hotmail.com;67968401366;18/10/1955;Belo Horizonte;RS;82821-742;R$600,00;02/05/2025;600.00;Sim;Bronze
490;Wagner Silva;; (21) 98149-8085 ;06 Apr 1970;Curitiba;PR;87694-706;R$ 600,00;30/09/2024;600;TRUE;Silver
491;Nátaly Ribeiro;natalyribeiro@yahoo.com.br;55 71 959642448;1993-07-07;Londrina;SC;92193-478;600;2024-12-21; 600,00 ;Yes;Platinum
492;Vitória Ribeiro;  vitoriaribeiro@yahoo.com.br  ;55 81 976448385;21-09-1998;Florianópolis;SC;92987-083; 600,00 ;12-06-2024;600.00;Yes;Silver
493;Sônia Almeida;soniaalmeida@empresa.com.br;79980142915;08/27/1964;Goiânia;PE;94865-159;-;21-02-2025;R$600,00;Não;Silver
494;  Quésia Zanetti  ;quesiazanetti@hotmail.com;;1963-07-31;  Recife  ;PR;83897-432;600;14/03/2024;R$ 600,00;TRUE;Platinum
495;Lucas Gonçalves;lucasgoncalves@empresa.com.br; (21) 98050-1516 ;17 Oct 1953;Curitiba;CE;92450-039;R$600,00;25-12-2024; 600,00 ;0;Bronze
