id,nome,email,telefone,data_nascimento,cidade,estado,cep,renda_mensal,data_compra_mais_recente,valor_compra_mais_recente,ativo,categoria_cliente
359,Wagner Teixeira,wagnerteixeira@outlook.com,31927304069,21/12/1974,Porto Alegre,PA,99464360,"600,00",27/09/2024,"600,00",SIM,Bronze
360,Ana Silva,anasilva@outlook.com,47915382638,02Feb1968,Belem,GO,90935912,"600,00",14/04/2025,"600,00",NAO,Gold
361,Iara Vieira,iaravieira@gmail.com,47958529156,23/11/1978,Campinas,GO,88693932,"600,00",11/07/2025,"600,00",SIM,Silver
362,Joao Goncalves,joaogoncalves@empresa.com.br,nan,02/02/2006,Curitiba,PA,89949498,"600,00",23/10/2024,"600,00",SIM,Silver
363,Sonia Duarte,"soniaduarte@outlook,com",21941193256,19/09/1952,Joinville,DF,87171032,"600,00",20/07/2024,"600,00",NAO,Gold
364,Diego Ibrahim,diegoibrahim@empresa.com.br,79994723280,13/05/1972,  Salvador  ,BA,94316098,"600,00",17/04/2025,"600,00",SIM,Platinum
365,Otavio Lima,otaviolima@yahoo.com.br,11968962448,06/02/1956,Manaus,AM,84126412,"600,00",02/08/2025,"600,00",SIM,Platinum
366,Carla Barbosa,carlabarbosa@gmail.com,nan,12/07/1957,Joinville,PR,89859643,"600,00",22/05/2025,"600,00",NAO,Silver
367,Diego Cardoso,diegocardoso@empresa.com.br,41977611403,06/07/1961,Sao Paulo,RS,94167149,"600,00",13/07/2025,"600,00",NAO,Bronze
368,Xavier Watanabe,xavierwatanabe@yahoo.com.br,86960185508,06/06/1970,Belo Horizonte,PE,94564043,"600,00",02/02/2025,"600,00",SIM,Bronze
369,Ana Ferreira,anaferreira@empresa.com.br,91910283858,27/01/2004,Belem,DF,95458620,"600,00",10/03/2024,"600,00",NAO,Platinum
370,Eduarda Watanabe,eduardawatanabe@empresa.com.br,21904833607,09/10/1965,Belo Horizonte,PA,82109063,"600,00",27/06/2024,"600,00",SIM,Platinum
371,Tiago Uchoa,,92932724206,01/06/1992,Manaus,GO,81089829,"600,00",25/01/2024,"600,00",NAO,Silver
372,Karen Ferreira,karenferreira@empresa.com.br,nan,05/12/1951,Porto Alegre,CE,96341236,"600,00",13/06/2025,"600,00",NAO,Bronze
373,Iara Mendes,iaramendes@gmail.com,92994264955,31/07/2007,Joinville,AM,91077431,"600,00",26/09/2024,"600,00",SIM,Bronze
374,Xavier Klein,xavierklein@gmail.com,21956662159,29/09/1948,Rio de Janeiro,CE,95649310,"600,00",03/06/2025,"600,00",NAO,Platinum
375,Zuleica Zanetti,zuleicazanetti@empresa.com.br,92978991854,16May1955,Porto Alegre,PE,94304940,"600,00",11/01/2025,"600,00",NAO,Gold
376,Zuleica Zanetti,zuleicazanetti738@gmail.com,21912551928,27/03/1971,  Manaus  ,SC,82502256,"600,00",05/05/2025,"600,00",NAO,Bronze
377,Henrique Oliveira,henriqueoliveira@outlook.com,91943836224,06/02/1970,  Belo Horizonte  ,PE,98119215,"600,00",20/05/2024,"600,00",NAO,Gold
378,Otavio Uchoa,"otaviouchoa@gmail,com",nan,26/12/1948,Brasilia,PE,89999032,"600,00",07/07/2024,"600,00",SIM,Bronze
379,Iara Zanetti,iarazanetti@hotmail.com,84970041935,05/16/1996,Manaus,BA,87806135,"600,00",23/09/2024,"600,00",SIM,Platinum
380,Yasmin Ribeiro,yasminribeiro@empresa.com.br,67999611202,20/07/1946,Belem,RJ,93389059,"600,00",07/02/2024,"600,00",NAO,Silver
381,Otavio Ferreira,otavioferreira@outlook.com,51924061812,21/06/1973,Sao Paulo,BA,80528694,"600,00",21/08/2024,"600,00",SIM,Gold
382,Diego Cardoso,diegocardoso@gmail.com,81968152169,20/01/1975,  Manaus  ,SC,85253377,"600,00",18/01/2025,"600,00",SIM,Bronze
383,Zuleica Klein,zuleicaklein@empresa.com.br,83995461534,02/24/1965,Brasilia,PA,97660750,"600,00",11/08/2025,"600,00",SIM,Platinum
384,Quesia Oliveira,quesiaoliveira@hotmail.com,62959304782,25/02/1952,Belo Horizonte,CE,94711805,"600,00",19/03/2024,"600,00",NAO,Silver
385,Yasmin Nogueira,yasminnogueira@hotmail.com,nan,26/09/1985,Porto Alegre,PA,83309129,"600,00",04/03/2025,"600,00",SIM,Platinum
386,Quesia Queiroz,quesiaqueiroz@yahoo.com.br,71919506518,10/04/1985,Belo Horizonte,PR,86011741,"600,00",22/03/2025,"600,00",NAO,Silver
387,Sonia Silva,soniasilva@yahoo.com.br,67915874805,13/04/1983,Sao Paulo,BA,86903440,"600,00",22/11/2024,"600,00",SIM,Bronze
388,Diego Jardim,diegojardim@yahoo.com.br,67999312738,06/16/1947,  Porto Alegre  ,BA,96002852,"600,00",06/07/2025,"600,00",NAO,Bronze
389,Otavio Queiroz,otavioqueiroz@yahoo.com.br,41972818082,04/02/1952,Porto Alegre,GO,89047464,"600,00",30/11/2024,"600,00",SIM,Gold
390,Bruno Nogueira,brunonogueira@empresa.com.br,21901305029,20/06/1988,Fortaleza,RS,96918877,"600,00",16/10/2024,"600,00",NAO,Bronze
391,Wagner Ferreira,wagnerferreira@outlook.com,81979339691,10/07/2001,Manaus,RS,87173115,"600,00",10/07/2025,"600,00",SIM,Bronze
392,Henrique Vieira,henriquevieira@hotmail.com,83920988925,11/09/1981,  Fortaleza  ,RS,92824828,"600,00",26/11/2024,"600,00",NAO,Platinum
393,Karen Uchoa,karenuchoa@outlook.com,92933782807,05/02/1953,Porto Alegre,PR,91865548,"600,00",20/07/2025,"600,00",SIM,Silver
394,Zuleica Ferreira,zuleicaferreira@outlook.com,11905911328,18/01/1972,Brasilia,PR,92381671,"600,00",10/09/2024,"600,00",SIM,Bronze
395,Quesia Xavier,"quesiaxavier@yahoo,com,br",47915657408,09/02/1972,Manaus,PE,89543439,"600,00",12/04/2024,"600,00",NAO,Platinum
396,Rafael Queiroz,rafaelqueiroz@gmail.com,92917748409,10/11/1987,Curitiba,MG,83125574,"600,00",14/11/2024,"600,00",SIM,Bronze
397,Tiago Pereira,tiagopereira@empresa.com.br,84951026535,11/05/1988,Campinas,RS,96856568,"600,00",29/08/2024,"600,00",NAO,Platinum
398,Mariana Esteves,marianaesteves@hotmail.com,41906397949,31/10/1980,Joinville,GO,92177577,"600,00",21/03/2025,"600,00",SIM,Gold
399,Wagner Lima,wagnerlima@outlook.com,47926909591,07/01/1951,Curitiba,RJ,90847096,"600,00",11/07/2024,"600,00",NAO,Platinum
400,Henrique Lima,henriquelima@hotmail.com,71960177607,13/02/1970,  Recife  ,RJ,90818589,"600,00",14/04/2024,"600,00",SIM,Platinum
401,Vitoria Pereira,vitoriapereira@gmail.com,47923483700,12/06/1984,  Belem  ,PR,87889573,"600,00",30/11/2024,"600,00",SIM,Bronze
402,Karen Queiroz,karenqueiroz@empresa.com.br,67923418163,21/12/1960,Salvador,BA,87005631,"600,00",22/04/2025,"600,00",NAO,Platinum
403,Xavier Almeida,xavieralmeida318@outlook.com,81941579237,10/12/1948,Sao Paulo,PA,99908647,"600,00",28/02/2024,"600,00",SIM,Platinum
404,Diego Barbosa,diegobarbosa@empresa.com.br,47913567874,10/10/2003,Sao Paulo,BA,99229739,"600,00",06/12/2024,"600,00",NAO,Silver
405,Vitoria Barbosa,vitoriabarbosa@empresa.com.br,21945144255,17/04/1995,Florianopolis,PR,82888119,"600,00",22/04/2025,"600,00",NAO,Platinum
406,Ana Yamamoto,anayamamoto@gmail.com,62950424130,11/01/1970,Porto Alegre,PE,86528181,"600,00",27/02/2025,"600,00",NAO,Gold
407,Lucas Lima,lucaslima@empresa.com.br,21995887318,12/08/1963,Recife,PE,96818791,"600,00",30/05/2025,"600,00",SIM,Bronze
408,Ulisses Ferreira,ulissesferreira@yahoo.com.br,21952812713,15/02/2003,Curitiba,CE,97916190,"600,00",01/01/2025,"600,00",SIM,Platinum
409,Xavier Mendes,xaviermendes@hotmail.com,83949181657,12/14/1980,  Joinville  ,PE,98611769,"600,00",08/06/2025,"600,00",SIM,Silver
410,Zuleica Yamamoto,zuleicayamamoto@outlook.com,47932833819,16/12/1966,Florianopolis,MG,91295102,"600,00",18/01/2025,"600,00",NAO,Silver
411,Otavio Watanabe,otaviowatanabe@gmail.com,83953595639,10/22/1988,Campinas,BA,91136513,"600,00",01/07/2024,"600,00",NAO,Gold
412,Eduarda Pereira,eduardapereira@hotmail.com,51969743469,09/22/1980,  Londrina  ,PE,93253822,"600,00",21/04/2025,"600,00",NAO,Bronze
413,Ana Pereira,anapereira@yahoo.com.br,41998898377,17/01/1961,Londrina,BA,80227345,"600,00",27/01/2025,"600,00",NAO,Silver
414,Otavio Nogueira,"otavionogueira@outlook,com",21998197050,13/01/1961,Manaus,PR,81167610,"600,00",18/01/2024,"600,00",NAO,Gold
415,Rafael Duarte,rafaelduarte@hotmail.com,85939999577,22/03/2002,Rio de Janeiro,PR,93131022,"600,00",21/03/2024,"600,00",SIM,Platinum
416,Nataly Duarte,natalyduarte@empresa.com.br,62908007131,31/12/1989,Campinas,GO,80165416,"600,00",04/07/2024,"600,00",SIM,Gold
417,Zuleica Uchoa,zuleicauchoa@hotmail.com,71999838547,08/10/1975,Belem,CE,86902545,"600,00",31/03/2025,"600,00",NAO,Platinum
418,Carla Uchoa,carlauchoa@outlook.com,71947816166,07/19/1976,Curitiba,AM,87691384,"600,00",24/01/2024,"600,00",SIM,Platinum
419,Gabriela Goncalves,gabrielagoncalves@empresa.com.br,83990127693,18/07/2001,Campinas,RS,87376879,"600,00",21/11/2024,"600,00",SIM,Platinum
420,Felipe Mendes,felipemendes@empresa.com.br,41962807850,28/02/1990,Curitiba,RJ,85454582,"600,00",22/02/2025,"600,00",NAO,Silver
421,Zuleica Uchoa,zuleicauchoa@empresa.com.br,81939203870,07/29/1963,Recife,RS,85795996,"600,00",07/09/2024,"600,00",NAO,Silver
422,Felipe Hernandez,"felipehernandez694@gmail,com",91977037313,01/20/2003,Salvador,BA,93054848,"600,00",25/03/2025,"600,00",SIM,Gold
423,Ulisses Oliveira,ulissesoliveira@gmail.com,41927687004,24/09/1968,Porto Alegre,DF,88519350,"600,00",16/03/2024,"600,00",NAO,Silver
424,Tiago Barbosa,tiagobarbosa902@hotmail.com,81947716024,12/05/2007,Manaus,CE,80917871,"600,00",26/10/2024,"600,00",SIM,Silver
425,Xavier Queiroz,xavierqueiroz@empresa.com.br,91951499574,03/06/1988,Londrina,BA,86764229,"600,00",07/03/2024,"600,00",NAO,Gold
426,Paula Oliveira,paulaoliveira@gmail.com,91937414318,05/10/1969,Brasilia,SC,98569535,"600,00",04/07/2025,"600,00",SIM,Platinum
427,Henrique Hernandez,henriquehernandez@yahoo.com.br,67914964113,18/06/1950,Rio de Janeiro,RJ,83220549,"600,00",22/08/2025,"600,00",NAO,Platinum
428,Otavio Cardoso,otaviocardoso@gmail.com,11995308041,07/12/1985,Maringa,MG,85784336,"600,00",20/02/2025,"600,00",SIM,Platinum
429,Henrique Klein,henriqueklein@empresa.com.br,51979881106,05/10/1983,Joinville,RJ,86343797,"600,00",29/03/2025,"600,00",SIM,Silver
430,Paula Duarte,pauladuarte@empresa.com.br,61964913814,28/05/1982,Florianopolis,BA,84750313,"600,00",26/09/2024,"600,00",SIM,Gold
431,Mariana Yamamoto,marianayamamoto@yahoo.com.br,47974855492,05/07/1978,Recife,GO,87044632,"600,00",26/01/2025,"600,00",SIM,Silver
432,Paula Xavier,paulaxavier@gmail.com,86940935589,04/04/1993,  Sao Paulo  ,PA,82424332,"600,00",18/10/2024,"600,00",NAO,Silver
433,Sonia Goncalves,soniagoncalves@yahoo.com.br,67991209700,31/12/1984,Porto Alegre,SP,90912203,"600,00",24/04/2025,"600,00",NAO,Gold
434,Diego Uchoa,diegouchoa@yahoo.com.br,21983927119,21/02/1989,Sao Paulo,DF,98294799,"600,00",09/03/2024,"600,00",NAO,Bronze
435,Otavio Teixeira,,67976308393,09/26/1985,  Belem  ,PA,80208638,"600,00",18/03/2025,"600,00",SIM,Gold
436,Henrique Silva,henriquesilva@outlook.com,81994513500,01/01/1999,Recife,SP,90332950,"600,00",07/07/2025,"600,00",NAO,Gold
437,Gabriela Yamamoto,gabrielayamamoto@hotmail.com,83904168273,27/10/1962,Recife,CE,96603935,"600,00",27/08/2025,"600,00",NAO,Silver
438,Xavier Teixeira,xavierteixeira@outlook.com,91958958831,23/12/1953,  Maringa  ,PE,87515718,"600,00",13/11/2024,"600,00",SIM,Gold
439,Iara Xavier,"iaraxavier@outlook,com",11920969497,19/04/2004,Londrina,PR,85722958,"600,00",28/02/2025,"600,00",SIM,Silver
440,Diego Zanetti,diegozanetti@yahoo.com.br,67952601466,26May1993,  Londrina  ,RJ,80489357,"600,00",21/06/2025,"600,00",SIM,Bronze
441,Nataly Ribeiro,natalyribeiro488@empresa.com.br,67921006290,16/04/1956,Belo Horizonte,GO,93232289,"600,00",26/05/2024,"600,00",NAO,Bronze
442,Karen Watanabe,karenwatanabe@empresa.com.br,47953737914,03/10/1962,Sao Paulo,DF,90568011,"600,00",04/02/2024,"600,00",SIM,Platinum
443,Sonia Mendes,soniamendes@hotmail.com,67984296527,09/12/1985,Florianopolis,DF,91974436,"600,00",16/12/2024,"600,00",SIM,Bronze
444,Diego Duarte,diegoduarte@outlook.com,92913599269,29/10/1962,Joinville,PA,97470371,"600,00",04/06/2024,"600,00",SIM,Bronze
445,Vitoria Ferreira,vitoriaferreira@empresa.com.br,92999887947,27/12/1986,Brasilia,BA,98211684,"600,00",03/11/2024,"600,00",NAO,Gold
446,Nataly Esteves,natalyesteves@hotmail.com,nan,13/10/1969,Recife,SC,94528145,"600,00",06/05/2024,"600,00",SIM,Silver
447,Diego Yamamoto,diegoyamamoto@yahoo.com.br,92999948444,15Feb1955,Belem,PR,87360535,"600,00",21/06/2024,"600,00",NAO,Gold
448,Vitoria Pereira,vitoriapereira@yahoo.com.br,67945195123,28/02/1946,Campinas,RS,99368444,"600,00",12/05/2025,"600,00",NAO,Silver
449,Sonia Mendes,"soniamendes@yahoo,com,br",41994312555,29/04/1980,Fortaleza,PA,93064832,"600,00",26/03/2025,"600,00",SIM,Bronze
450,Felipe Almeida,felipealmeida@outlook.com,85941536875,09/02/1986,Fortaleza,DF,93150771,"600,00",13/06/2024,"600,00",SIM,Gold
451,Tiago Ribeiro,tiagoribeiro@hotmail.com,31966526126,15/06/1976,Florianopolis,MG,80521114,"600,00",05/01/2025,"600,00",SIM,Gold
452,Rafael Ribeiro,rafaelribeiro@empresa.com.br,nan,01/13/2000,Goiania,PE,88057561,"600,00",27/11/2024,"600,00",NAO,Bronze
453,Henrique Hernandez,henriquehernandez@yahoo.com.br,62903408917,04/10/2001,Recife,BA,88636441,"600,00",31/01/2025,"600,00",SIM,Gold
454,Wagner Esteves,wagneresteves@hotmail.com,nan,29/09/1986,Fortaleza,GO,99367446,"600,00",24/02/2024,"600,00",NAO,Platinum
455,Lucas Pereira,lucaspereira@hotmail.com,67993345128,22/04/1964,Londrina,DF,84726784,nan,07/11/2024,"600,00",NAO,Platinum
456,Wagner Yamamoto,wagneryamamoto@gmail.com,84926414188,08/10/1974,Florianopolis,PR,92494713,"600,00",17/02/2025,"600,00",SIM,Platinum
457,Nataly Ibrahim,natalyibrahim@hotmail.com,31955658401,02/04/2006,Curitiba,PR,90710393,"600,00",02/01/2024,"600,00",SIM,Bronze
458,Felipe Goncalves,felipegoncalves@yahoo.com.br,47998257130,10May1958,Maringa,DF,89549110,"600,00",09/02/2024,"600,00",NAO,Gold
459,Tiago Esteves,tiagoesteves@outlook.com,83973382906,24/11/1961,Belem,RJ,90503933,"600,00",01/03/2024,"600,00",NAO,Bronze
460,Gabriela Jardim,gabrielajardim@yahoo.com.br,83971297177,19/11/1979,  Londrina  ,BA,86162969,"600,00",21/10/2024,"600,00",SIM,Bronze
461,Karen Xavier,"karenxavier@gmail,com",nan,07/11/1953,Florianopolis,PA,86671507,"600,00",14/08/2024,"600,00",NAO,Bronze
462,Wagner Duarte,wagnerduarte@gmail.com,79929007388,12/10/2000,  Brasilia  ,RJ,88933419,"600,00",08/03/2025,"600,00",SIM,Silver
463,Yasmin Pereira,yasminpereira@gmail.com,85921114653,06/14/1961,Belo Horizonte,DF,97572293,"600,00",19/09/2024,"600,00",SIM,Gold
464,Gabriela Cardoso,gabrielacardoso@yahoo.com.br,86917912825,02/11/1984,Brasilia,DF,86895742,"600,00",26/05/2024,"600,00",SIM,Silver
465,Felipe Lima,felipelima@gmail.com,31936904014,12/24/1998,  Maringa  ,CE,81858114,"600,00",13/06/2024,"600,00",SIM,Gold
466,Karen Lima,karenlima4@gmail.com,83992882960,09/04/1996,Sao Paulo,SP,88193353,"600,00",31/01/2025,"600,00",NAO,Platinum
467,Lucas Hernandez,lucashernandez@hotmail.com,51960301343,01/02/1981,  Porto Alegre  ,PE,93688471,"600,00",27/12/2024,"600,00",SIM,Platinum
468,Mariana Esteves,marianaesteves@hotmail.com,81975919981,13/09/1993,Manaus,RJ,91065564,"600,00",26/02/2025,"600,00",NAO,Silver
469,Ana Watanabe,anawatanabe@empresa.com.br,47965844240,05/15/1973,Maringa,GO,82141087,"600,00",27/06/2025,"600,00",SIM,Bronze
470,Lucas Goncalves,lucasgoncalves@hotmail.com,79995598317,22/08/1958,Florianopolis,SP,98404565,"600,00",29/06/2025,"600,00",SIM,Silver
471,Diego Vieira,diegovieira902@yahoo.com.br,83978133792,18/02/1985,Goiania,AM,92123070,"600,00",03/08/2025,"600,00",NAO,Bronze
472,Zuleica Vieira,zuleicavieira@outlook.com,81998769105,23/01/1991,Campinas,SC,81704664,"600,00",25/01/2024,"600,00",NAO,Silver
473,Xavier Yamamoto,xavieryamamoto893@gmail.com,11993981314,11/02/1975,Londrina,PR,91345736,"600,00",10/03/2025,"600,00",NAO,Silver
474,Vitoria Cardoso,vitoriacardoso@outlook.com,47917534980,08/10/1951,Rio de Janeiro,DF,99095641,"600,00",15/12/2024,"600,00",NAO,Silver
475,Tiago Duarte,tiagoduarte@hotmail.com,31915001062,09/30/1973,Fortaleza,GO,95375294,"600,00",21/07/2024,"600,00",NAO,Silver
476,Carla Ferreira,,41912414083,20/12/1998,Fortaleza,PA,91297753,"600,00",19/10/2024,"600,00",SIM,Gold
477,Felipe Cardoso,felipecardoso@yahoo.com.br,84913098306,05/11/2005,Rio de Janeiro,DF,92138511,"600,00",22/11/2024,"600,00",NAO,Platinum
478,Felipe Barbosa,felipebarbosa@yahoo.com.br,83975968608,23/03/1979,Brasilia,PR,99429968,"600,00",15/01/2024,"600,00",SIM,Silver
479,Ana Pereira,anapereira@outlook.com,61979719177,06/07/1954,Florianopolis,PA,87705531,nan,03/05/2025,"600,00",SIM,Silver
480,Felipe Klein,felipeklein@empresa.com.br,71955887117,09/02/1985,Goiania,CE,95603805,"600,00",02/08/2024,"600,00",NAO,Gold
481,Karen Zanetti,karenzanetti@hotmail.com,62980058696,04/18/1952,Belo Horizonte,RJ,86330810,"600,00",29/09/2024,"600,00",NAO,Platinum
482,Henrique Uchoa,henriqueuchoa@outlook.com,67952438941,15/04/1999,Recife,PA,88133809,"600,00",03/03/2024,"600,00",NAO,Gold
483,Joao Almeida,joaoalmeida@yahoo.com.br,47973187259,04/10/1969,Maringa,SP,90577979,"600,00",09/04/2025,"600,00",SIM,Silver
484,Xavier Mendes,xaviermendes@yahoo.com.br,21946356308,25/09/1950,Sao Paulo,PR,83010772,"600,00",14/04/2024,"600,00",SIM,Silver
485,Mariana Ribeiro,marianaribeiro@yahoo.com.br,31933958348,16/09/1949,Salvador,PR,84511512,"600,00",13/02/2024,"600,00",NAO,Silver
486,Joao Pereira,joaopereira604@yahoo.com.br,62995479052,19/08/1980,Rio de Janeiro,SC,98227383,"600,00",08/01/2024,"600,00",SIM,Gold
487,Karen Ibrahim,karenibrahim@outlook.com,91966464352,27/02/1996,Brasilia,GO,95197055,"600,00",07/08/2024,"600,00",SIM,Gold
488,Ana Jardim,,83953638501,08/08/1970,Florianopolis,CE,80367969,"600,00",19/04/2024,"600,00",SIM,Bronze
489,Diego Barbosa,diegobarbosa@hotmail.com,67968401366,18/10/1955,Belo Horizonte,RS,82821742,"600,00",02/05/2025,"600,00",SIM,Bronze
490,Wagner Silva,,21981498085,06/04/1970,Curitiba,PR,87694706,"600,00",30/09/2024,"600,00",SIM,Silver
491,Nataly Ribeiro,natalyribeiro@yahoo.com.br,71959642448,07/07/1993,Londrina,SC,92193478,"600,00",21/12/2024,"600,00",SIM,Platinum
492,Vitoria Ribeiro,vitoriaribeiro@yahoo.com.br,81976448385,21/09/1998,Florianopolis,SC,92987083,"600,00",12/06/2024,"600,00",SIM,Silver
493,Sonia Almeida,soniaalmeida@empresa.com.br,79980142915,08/27/1964,Goiania,PE,94865159,nan,21/02/2025,"600,00",NAO,Silver
494,Quesia Zanetti,quesiazanetti@hotmail.com,nan,31/07/1963,  Recife  ,PR,83897432,"600,00",14/03/2024,"600,00",SIM,Platinum
495,Lucas Goncalves,lucasgoncalves@empresa.com.br,21980501516,17/10/1953,Curitiba,CE,92450039,"600,00",25/12/2024,"600,00",NAO,Bronze
496,Henrique Xavier,henriquexavier@gmail.com,86905626289,08/05/2006,Maringa,PE,96451185,"600,00",29/01/2024,"600,00",NAO,Bronze
497,Bruno Ibrahim,brunoibrahim@empresa.com.br,51906525756,16/08/1988,Belo Horizonte,SP,85985228,"600,00",29/06/2024,"600,00",SIM,Gold
498,Wagner Duarte,wagnerduarte@hotmail.com,11971779128,17/07/1954,  Campinas  ,BA,82193066,"600,00",12/10/2024,"600,00",SIM,Platinum
499,Henrique Esteves,,92961165309,02/11/1965,Florianopolis,SP,92185061,"600,00",16/05/2024,"600,00",SIM,Bronze
500,Joao Zanetti,joaozanetti@hotmail.com,86978368843,09/02/1958,Brasilia,PA,98551168,"600,00",28/05/2024,"600,00",NAO,Bronze
501,Iara Nogueira,"iaranogueira@yahoo,com,br",61961227402,18/09/1990,Fortaleza,RJ,96290791,"600,00",10/06/2024,"600,00",SIM,Gold
502,Yasmin Esteves,yasminesteves@gmail.com,79949729770,08/22/1979,Manaus,CE,82981708,"600,00",10/08/2025,"600,00",NAO,Gold
503,Iara Ibrahim,iaraibrahim@empresa.com.br,62992734133,09/04/1968,Recife,BA,86224703,"600,00",11/07/2024,"600,00",SIM,Gold
504,Quesia Ferreira,quesiaferreira@outlook.com,79929999142,18/08/1975,Londrina,AM,98044402,"600,00",14/03/2024,"600,00",NAO,Platinum
505,Rafael Silva,rafaelsilva@empresa.com.br,84980202770,21/11/1949,  Belem  ,RJ,84175802,"600,00",11/10/2024,"600,00",SIM,Gold
506,Bruno Almeida,brunoalmeida@empresa.com.br,62998905370,22/09/1964,Fortaleza,BA,85255093,"600,00",27/01/2025,"600,00",SIM,Bronze
507,Henrique Nogueira,henriquenogueira@yahoo.com.br,67917591051,23/02/1964,Campinas,AM,84927756,"600,00",24/03/2024,"600,00",NAO,Platinum
508,Gabriela Vieira,gabrielavieira520@empresa.com.br,85999374366,31/03/1981,Rio de Janeiro,GO,89524920,"600,00",27/12/2024,"600,00",SIM,Silver
509,Henrique Uchoa,henriqueuchoa586@yahoo.com.br,83903359043,22/02/1969,  Campinas  ,RS,87180874,"600,00",23/09/2024,"600,00",SIM,Silver
510,Mariana Lima,marianalima@hotmail.com,92908205102,27/12/1969,Salvador,RS,87596892,"600,00",15/11/2024,"600,00",SIM,Bronze
511,Xavier Ferreira,xavierferreira@yahoo.com.br,61998732262,07/01/1986,Salvador,RJ,88049805,"600,00",02/07/2024,"600,00",SIM,Silver
512,Quesia Barbosa,"quesiabarbosa@hotmail,com",81994025575,06/06/2002,Florianopolis,GO,89411471,"600,00",09/03/2024,"600,00",SIM,Bronze
513,Quesia Oliveira,quesiaoliveira@empresa.com.br,83941199576,24/10/1998,  Londrina  ,PR,92318306,nan,28/04/2024,"600,00",SIM,Platinum
514,Ulisses Yamamoto,ulissesyamamoto@empresa.com.br,71964935005,03/11/1986,Fortaleza,RS,81682251,"600,00",28/07/2024,"600,00",SIM,Platinum
515,Otavio Mendes,otaviomendes@yahoo.com.br,92978161663,02/02/1954,Belem,BA,96695223,"600,00",29/07/2025,"600,00",SIM,Bronze
516,Lucas Teixeira,lucasteixeira@outlook.com,85979878100,08/04/2004,  Joinville  ,RJ,83053631,"600,00",30/09/2024,"600,00",SIM,Silver
517,Gabriela Nogueira,gabrielanogueira@yahoo.com.br,67934501009,06/01/1987,Sao Paulo,CE,91230631,"600,00",20/05/2025,"600,00",NAO,Platinum
518,Rafael Xavier,rafaelxavier@outlook.com,91945705018,04/10/1989,Campinas,SC,84848568,"600,00",28/08/2025,"600,00",SIM,Bronze
519,Diego Watanabe,diegowatanabe@outlook.com,71913294973,10/10/1983,Rio de Janeiro,PR,90092241,"600,00",01/02/2024,"600,00",NAO,Bronze
520,Nataly Hernandez,natalyhernandez@empresa.com.br,83913572649,26/07/2007,Curitiba,PE,84373298,"600,00",03/01/2024,"600,00",SIM,Bronze
521,Sonia Cardoso,soniacardoso597@outlook.com,21900034149,13/03/1992,  Londrina  ,AM,99862872,"600,00",18/10/2024,"600,00",NAO,Platinum
522,Wagner Jardim,wagnerjardim@outlook.com,81983376020,22/11/1963,Brasilia,MG,99257896,"600,00",07/06/2024,"600,00",NAO,Bronze
523,Yasmin Klein,yasminklein@empresa.com.br,92996285956,07/03/1962,Londrina,SC,96305474,"600,00",02/02/2024,"600,00",SIM,Silver
524,Karen Xavier,karenxavier@yahoo.com.br,51901213689,04/08/1957,Londrina,SC,93692039,"600,00",22/05/2025,"600,00",NAO,Silver
525,Ana Duarte,anaduarte@empresa.com.br,91944809697,01/08/1998,Recife,GO,80587417,"600,00",12/04/2025,"600,00",SIM,Gold
526,Otavio Teixeira,otavioteixeira@outlook.com,21937595163,13/08/1980,Joinville,MG,80535513,"600,00",18/03/2024,"600,00",SIM,Platinum
527,Vitoria Barbosa,vitoriabarbosa@empresa.com.br,41938477373,24/02/1952,Florianopolis,MG,88460173,"600,00",06/05/2025,"600,00",NAO,Silver
528,Felipe Lima,felipelima@outlook.com,31912483548,04/03/1955,Curitiba,SP,95769684,"600,00",27/05/2025,"600,00",NAO,Bronze
529,Zuleica Goncalves,zuleicagoncalves@outlook.com,31910393658,30/08/2001,Joinville,BA,86958171,"600,00",02/02/2025,"600,00",NAO,Platinum
530,Xavier Hernandez,xavierhernandez@yahoo.com.br,81932621687,13/04/1982,Curitiba,PR,99485533,"600,00",19/04/2025,"600,00",SIM,Bronze
531,Xavier Yamamoto,xavieryamamoto@empresa.com.br,nan,21/01/1979,  Belo Horizonte  ,RS,82461510,"600,00",25/02/2025,"600,00",SIM,Gold
532,Wagner Cardoso,wagnercardoso@empresa.com.br,41943286468,28/05/1949,Florianopolis,AM,98099673,"600,00",17/07/2025,"600,00",NAO,Gold
533,Nataly Cardoso,natalycardoso@outlook.com,11917508814,01/04/1998,Goiania,SP,86066664,"600,00",10/09/2024,"600,00",NAO,Silver
534,Xavier Watanabe,xavierwatanabe@empresa.com.br,67994484072,08/05/1992,Sao Paulo,AM,88826255,"600,00",18/02/2025,"600,00",SIM,Gold
535,Ana Duarte,anaduarte@hotmail.com,41940763170,05/12/1956,Fortaleza,GO,83629849,"600,00",25/04/2024,"600,00",SIM,Silver
536,Ulisses Zanetti,ulisseszanetti@outlook.com,67972644302,11/11/1988,Brasilia,PA,85197062,"600,00",15/09/2024,"600,00",SIM,Platinum
537,Diego Jardim,diegojardim@outlook.com,91910698445,17/01/1980,Fortaleza,GO,87681660,"600,00",13/08/2024,"600,00",SIM,Bronze
538,Diego Ibrahim,,91950827614,12/20/2004,Belo Horizonte,RS,97312003,"600,00",11/08/2025,"600,00",SIM,Platinum
